"wvsccode","wave","year","aims.defense","age","collegeed","female","unemployed","satisfinancial","ideology","postma4","cai","trustmostpeople","respectauthority","godimportant","nationalpride"
32,2,1991,0,33,,1,0,9,6,1,2,0,1,8,0
32,2,1991,0,57,,1,0,10,6,0,1,0,1,10,1
32,2,1991,0,60,,1,0,10,,0,-2,0,1,10,1
32,2,1991,0,60,,0,0,7,8,0,0,0,1,10,1
32,2,1991,0,78,,1,0,8,,-1,0,0,1,10,1
32,2,1991,0,58,,1,0,2,,1,1,,1,1,0
32,2,1991,0,52,,1,0,8,,-1,-1,0,1,10,1
32,2,1991,0,58,,1,0,5,,-1,-2,0,1,10,0
32,2,1991,0,46,,0,0,6,,-1,0,0,1,8,1
32,2,1991,0,35,,0,0,2,,0,-1,0,0,1,0
32,2,1991,0,59,,0,0,4,,-1,-1,0,1,7,0
32,2,1991,0,25,,1,0,8,5,0,0,,0,6,0
32,2,1991,0,85,,0,0,6,,-1,-1,0,1,8,0
32,2,1991,0,45,,1,0,5,5,-1,0,1,-1,9,0
32,2,1991,0,25,,1,0,4,5,-1,0,0,0,5,1
32,2,1991,0,21,,0,0,8,5,0,0,0,0,5,0
32,2,1991,0,58,,1,0,1,5,1,0,0,0,10,1
32,2,1991,0,60,,0,0,6,4,0,-2,0,-1,6,1
32,2,1991,0,50,,1,0,5,5,0,1,0,1,5,0
32,2,1991,0,65,,1,0,3,6,1,-1,0,0,8,1
32,2,1991,0,35,,0,0,5,5,-1,0,0,0,3,0
32,2,1991,0,30,,0,0,8,3,0,1,0,1,10,0
32,2,1991,0,35,,0,0,7,5,0,1,0,1,8,0
32,2,1991,0,32,,1,0,4,5,0,0,0,0,10,1
32,2,1991,0,40,,1,0,5,6,0,-1,0,1,10,1
32,2,1991,0,18,,0,0,5,5,1,-1,1,1,10,1
32,2,1991,0,67,,1,0,6,6,-1,0,0,1,10,1
32,2,1991,0,70,,1,0,1,7,-1,-2,0,1,10,0
32,2,1991,0,64,,0,0,2,6,-1,-1,0,1,10,1
32,2,1991,0,56,,0,0,5,5,0,1,0,1,,1
32,2,1991,0,28,,1,0,3,5,0,0,0,1,10,1
32,2,1991,0,54,,0,0,5,7,1,0,0,0,5,1
32,2,1991,0,30,,0,0,1,,-1,0,0,1,10,1
32,2,1991,0,26,,0,0,5,,0,0,0,0,10,0
32,2,1991,0,52,,0,0,5,5,0,-1,1,1,10,1
32,2,1991,0,63,,1,0,8,,-1,1,0,1,10,1
32,2,1991,0,27,,1,0,5,3,1,1,1,-1,5,0
32,2,1991,0,52,,0,0,1,,0,1,1,1,7,1
32,2,1991,0,53,,0,0,3,,1,1,0,1,3,0
32,2,1991,0,76,,1,0,3,5,1,0,0,1,4,1
32,2,1991,1,37,,0,1,1,5,1,0,0,1,10,1
32,2,1991,0,37,,0,0,7,5,-1,-1,0,1,10,0
32,2,1991,0,68,,0,0,2,,0,2,1,0,10,1
32,2,1991,0,56,,0,0,1,5,-1,-1,0,1,7,0
32,2,1991,0,51,,1,0,3,5,0,0,,1,10,1
32,2,1991,0,86,,0,0,3,5,0,0,1,-1,10,1
32,2,1991,0,21,,0,0,5,5,1,0,0,1,10,1
32,2,1991,0,58,,1,0,1,5,0,-2,0,1,10,1
32,2,1991,0,24,,0,0,5,,1,1,0,1,10,1
32,2,1991,0,50,,1,0,5,,0,2,0,0,10,1
32,2,1991,0,34,,1,0,8,5,1,0,0,-1,9,1
32,2,1991,0,37,,1,0,4,,0,-2,0,1,10,0
32,2,1991,0,18,,1,0,9,10,-1,2,0,1,6,1
32,2,1991,0,24,,1,0,5,4,1,-1,0,0,9,0
32,2,1991,0,20,,0,1,5,5,,-2,0,0,9,0
32,2,1991,0,45,,1,0,7,5,-1,0,1,1,10,1
32,2,1991,0,28,,0,0,3,4,0,0,0,1,7,0
32,2,1991,0,30,,1,0,4,,0,-1,0,1,10,0
32,2,1991,1,19,,0,0,5,8,1,-1,1,1,10,1
32,2,1991,0,47,,0,0,4,4,0,2,1,0,,0
32,2,1991,0,31,,0,0,3,6,-1,-1,0,1,10,1
32,2,1991,0,53,,0,0,6,3,0,-2,0,1,6,0
32,2,1991,0,63,,0,0,8,5,1,-1,0,1,8,1
32,2,1991,0,41,,1,0,5,7,0,-1,0,1,10,0
32,2,1991,0,40,,0,0,7,,0,1,0,1,10,0
32,2,1991,0,24,,1,0,7,,-1,2,0,1,10,0
32,2,1991,,45,,1,0,1,,,1,0,1,10,1
32,2,1991,0,24,,0,0,6,5,-1,-1,0,0,10,0
32,2,1991,0,29,,1,0,7,5,-1,2,0,0,10,1
32,2,1991,0,39,,1,0,7,5,0,0,0,1,10,1
32,2,1991,0,35,,0,0,5,5,0,0,0,1,7,1
32,2,1991,0,46,,0,0,7,5,1,-1,0,1,5,1
32,2,1991,0,70,,0,0,3,5,-1,-2,0,1,8,1
32,2,1991,0,34,,1,0,6,5,0,1,0,0,10,0
32,2,1991,1,53,,0,0,5,,0,0,0,1,7,1
32,2,1991,0,27,,1,0,6,5,1,1,0,1,1,0
32,2,1991,0,21,,0,0,10,1,1,2,0,-1,8,0
32,2,1991,0,71,,1,0,6,,0,-1,0,0,10,1
32,2,1991,0,58,,1,0,6,,-1,-1,0,1,10,1
32,2,1991,0,50,,1,0,3,4,0,2,0,1,6,0
32,2,1991,0,46,,1,0,6,5,1,-1,0,1,10,0
32,2,1991,0,30,,0,0,3,4,-1,2,1,0,8,1
32,2,1991,0,52,,1,0,4,6,-1,0,0,1,10,1
32,2,1991,0,47,,1,0,3,4,0,1,0,1,7,0
32,2,1991,0,73,,0,0,1,6,-1,0,0,1,7,1
32,2,1991,0,28,,1,0,6,,0,-2,1,0,10,0
32,2,1991,0,19,,0,0,7,3,1,-1,0,0,10,0
32,2,1991,,39,,1,0,4,,,-2,0,1,10,0
32,2,1991,0,36,,0,0,1,5,-1,0,0,1,5,0
32,2,1991,0,27,,0,1,3,2,0,2,1,1,1,0
32,2,1991,0,18,,0,0,7,8,0,0,0,1,8,0
32,2,1991,0,44,,0,0,4,7,0,2,0,1,7,0
32,2,1991,0,31,,0,0,6,4,0,1,0,1,4,0
32,2,1991,0,48,,1,0,1,5,-1,-2,1,1,10,0
32,2,1991,0,58,,0,0,7,5,-1,-1,0,1,10,0
32,2,1991,0,51,,1,0,5,8,0,-1,0,1,10,1
32,2,1991,0,42,,0,0,6,3,0,2,1,1,5,0
32,2,1991,0,59,,1,0,3,8,-1,0,0,1,8,1
32,2,1991,0,76,,1,0,3,7,0,0,0,0,10,1
32,2,1991,0,24,,1,0,7,5,0,1,1,-1,4,0
32,2,1991,0,55,,1,0,2,10,0,-1,0,1,10,0
32,2,1991,0,34,,1,0,7,,0,1,0,0,10,1
32,2,1991,0,26,,0,0,6,5,1,1,0,0,6,0
32,2,1991,0,65,,0,0,,,0,-1,0,0,10,1
32,2,1991,0,50,,0,0,,,0,1,0,0,10,0
32,2,1991,0,43,,1,0,,6,0,1,,0,7,1
32,2,1991,0,36,,1,0,8,5,0,1,0,0,6,1
32,2,1991,0,70,,1,0,8,,0,1,1,1,10,1
32,2,1991,0,30,,0,0,3,,0,1,1,-1,1,0
32,2,1991,0,58,,0,0,1,4,0,-1,0,1,5,1
32,2,1991,0,55,,0,0,9,,,-1,0,1,10,1
32,2,1991,0,40,,1,0,8,,,0,1,1,5,0
32,2,1991,0,19,,0,0,8,6,0,0,0,0,1,0
32,2,1991,0,20,,1,0,5,8,-1,1,0,0,4,0
32,2,1991,0,43,,1,0,7,4,0,2,1,1,10,1
32,2,1991,0,28,,1,0,2,5,0,1,0,1,6,0
32,2,1991,0,65,,0,0,3,,0,-2,0,1,10,1
32,2,1991,0,43,,0,0,7,6,0,0,0,1,10,1
32,2,1991,0,64,,1,0,7,,1,0,0,0,6,0
32,2,1991,0,52,,0,1,4,5,0,-1,1,0,8,0
32,2,1991,0,75,,1,0,4,,0,-1,1,1,10,0
32,2,1991,0,20,,1,1,7,5,1,0,1,1,9,0
32,2,1991,0,26,,0,0,5,5,0,0,0,0,10,1
32,2,1991,0,51,,1,0,6,,0,-1,0,1,5,0
32,2,1991,0,22,,0,0,3,5,0,0,0,0,6,0
32,2,1991,0,63,,1,0,10,,-1,-1,0,1,10,0
32,2,1991,0,28,,0,0,4,5,0,0,0,0,6,0
32,2,1991,0,39,,0,0,5,,0,0,1,0,10,0
32,2,1991,0,34,,0,0,6,4,0,1,0,1,6,0
32,2,1991,0,56,,1,0,4,5,,-1,0,1,6,0
32,2,1991,0,49,,0,0,,7,-1,-1,1,0,5,0
32,2,1991,0,24,,0,0,6,5,,0,1,1,10,1
32,2,1991,0,55,,1,0,8,3,0,0,0,1,10,0
32,2,1991,0,45,,0,0,7,6,0,0,0,1,10,0
32,2,1991,0,73,,0,0,6,,0,0,0,1,8,0
32,2,1991,0,48,,1,0,8,,0,0,0,1,9,1
32,2,1991,0,55,,1,0,8,,-1,-1,0,1,10,
32,2,1991,0,44,,1,0,8,,-1,1,0,1,10,1
32,2,1991,0,35,,1,0,5,,0,-2,0,1,10,1
32,2,1991,0,59,,0,0,4,,,-1,1,1,10,0
32,2,1991,1,43,,0,0,5,,-1,-1,0,1,10,1
32,2,1991,1,20,,0,0,8,,1,0,0,1,10,1
32,2,1991,1,32,,1,0,8,,-1,-1,0,1,10,0
32,2,1991,0,21,,1,0,7,5,1,1,0,0,2,0
32,2,1991,0,47,,1,0,6,6,1,1,0,1,10,0
32,2,1991,0,28,,0,0,2,3,,1,0,-1,1,0
32,2,1991,0,54,,1,0,1,2,0,2,1,0,1,1
32,2,1991,0,31,,0,0,5,5,0,1,0,1,10,0
32,2,1991,0,59,,1,0,6,,0,1,0,1,10,1
32,2,1991,0,35,,1,0,5,,0,-1,0,1,9,0
32,2,1991,0,18,,1,0,7,5,-1,-2,0,0,9,1
32,2,1991,0,25,,0,1,7,5,0,-1,0,1,10,0
32,2,1991,1,33,,0,1,4,,,-1,0,0,10,0
32,2,1991,0,42,,1,0,8,7,0,0,1,1,10,1
32,2,1991,,70,,0,0,8,,-1,0,0,0,9,0
32,2,1991,1,64,,1,0,6,6,0,-1,0,1,9,0
32,2,1991,0,24,,1,0,8,7,0,2,0,1,10,0
32,2,1991,0,25,,0,0,10,8,1,0,1,1,10,0
32,2,1991,0,57,,1,0,5,,0,1,0,1,9,1
32,2,1991,0,20,,1,1,1,3,1,1,0,-1,10,1
32,2,1991,1,43,,1,0,8,5,-1,0,0,1,8,1
32,2,1991,0,32,,0,0,7,7,1,0,1,0,10,0
32,2,1991,0,27,,0,0,1,5,0,1,0,1,1,0
32,2,1991,0,34,,1,0,4,3,1,2,0,0,3,0
32,2,1991,0,18,,0,0,7,5,0,0,0,1,10,0
32,2,1991,0,42,,0,0,6,5,0,2,0,1,3,0
32,2,1991,0,44,,1,0,8,5,0,1,0,1,10,1
32,2,1991,0,60,,0,0,7,10,-1,1,1,1,,1
32,2,1991,0,46,,0,0,9,5,0,-1,0,1,10,0
32,2,1991,,53,,0,1,1,,-1,0,0,1,10,0
32,2,1991,0,20,,0,0,7,,0,-2,0,1,10,1
32,2,1991,0,67,,1,1,10,6,0,0,0,1,9,0
32,2,1991,0,29,,1,0,8,5,0,0,0,0,10,1
32,2,1991,0,41,,0,0,3,5,0,-1,0,1,10,0
32,2,1991,0,59,,0,0,10,8,0,-1,0,1,10,1
32,2,1991,0,24,,0,1,8,8,-1,-1,0,0,10,0
32,2,1991,0,33,,1,1,1,5,0,0,0,1,10,0
32,2,1991,0,43,,1,0,10,,0,-1,0,1,10,1
32,2,1991,0,53,,1,0,7,,0,0,0,0,7,0
32,2,1991,0,20,,1,0,9,,0,2,0,1,9,1
32,2,1991,0,26,,0,0,4,4,0,1,1,1,10,1
32,2,1991,0,32,,0,0,8,7,0,0,1,1,10,1
32,2,1991,1,37,,1,0,10,7,-1,-2,1,1,10,1
32,2,1991,0,34,,0,0,3,5,0,2,0,1,5,1
32,2,1991,0,18,,0,0,7,5,-1,-1,0,1,10,0
32,2,1991,1,35,,1,0,5,,0,-1,0,1,10,0
32,2,1991,0,69,,1,0,2,,-1,-2,0,1,4,1
32,2,1991,1,59,,1,0,6,,-1,1,0,1,10,1
32,2,1991,0,65,,0,0,1,8,-1,-2,0,1,9,0
32,2,1991,1,35,,0,0,5,,0,0,0,1,5,0
32,2,1991,0,35,,1,0,8,,-1,0,0,1,7,0
32,2,1991,0,21,,0,0,6,5,1,-1,0,1,7,1
32,2,1991,0,33,,1,0,4,5,1,0,0,1,10,1
32,2,1991,0,47,,1,0,10,3,0,1,1,0,10,0
32,2,1991,0,23,,0,0,6,7,0,2,1,1,1,0
32,2,1991,0,70,,0,0,6,5,-1,-1,0,0,10,1
32,2,1991,1,33,,1,0,7,,0,-2,0,1,10,1
32,2,1991,0,40,,0,0,7,6,1,0,1,1,10,0
32,2,1991,0,40,,0,0,5,1,1,1,1,-1,1,1
32,2,1991,0,26,,1,0,6,7,0,2,0,0,8,0
32,2,1991,0,52,,0,0,9,5,0,-1,1,1,10,0
32,2,1991,0,54,,1,0,6,3,1,1,1,1,10,
32,2,1991,0,44,,0,0,7,5,1,2,0,1,8,0
32,2,1991,0,46,,1,0,4,,0,0,0,1,10,1
32,2,1991,0,23,,0,0,3,,0,-1,0,1,10,1
32,2,1991,0,64,,1,0,6,6,0,-1,0,1,10,1
32,2,1991,0,70,,1,0,1,,0,0,0,1,10,1
32,2,1991,0,34,,0,0,5,6,0,1,1,0,8,1
32,2,1991,0,29,,0,0,4,3,0,2,1,0,10,1
32,2,1991,0,19,,1,0,5,7,0,2,0,0,4,1
32,2,1991,0,48,,1,0,1,5,1,1,0,1,8,0
32,2,1991,0,67,,1,0,4,6,-1,2,1,1,6,0
32,2,1991,1,53,,0,0,8,10,-1,0,0,1,10,1
32,2,1991,0,27,,1,0,9,8,0,2,0,-1,5,0
32,2,1991,0,46,,0,0,3,5,1,2,1,1,1,0
32,2,1991,1,50,,1,0,9,10,0,-1,0,1,10,1
32,2,1991,0,41,,0,0,10,10,0,0,0,1,10,1
32,2,1991,0,54,,0,0,1,5,1,0,0,1,4,
32,2,1991,0,22,,1,0,7,3,0,-1,0,1,10,1
32,2,1991,0,61,,0,0,8,5,0,0,1,1,10,1
32,2,1991,0,72,,1,0,2,5,0,1,1,1,5,0
32,2,1991,0,48,,1,0,5,5,1,1,0,1,8,1
32,2,1991,0,26,,0,0,8,5,0,-2,0,1,8,0
32,2,1991,0,24,,1,0,2,2,1,2,1,-1,1,0
32,2,1991,0,27,,0,0,4,4,-1,1,0,0,8,1
32,2,1991,0,71,,0,0,3,5,-1,-1,0,0,8,1
32,2,1991,0,50,,0,0,4,6,0,-2,1,1,10,1
32,2,1991,0,18,,0,0,10,5,1,-1,1,-1,9,1
32,2,1991,0,25,,1,1,6,5,-1,1,0,0,9,1
32,2,1991,0,73,,1,0,8,6,-1,0,0,0,10,1
32,2,1991,0,49,,0,0,6,3,-1,1,1,0,9,1
32,2,1991,0,25,,1,1,10,7,0,1,1,0,10,1
32,2,1991,0,44,,0,0,7,4,1,1,0,0,7,1
32,2,1991,0,20,,0,0,9,5,0,1,0,0,10,1
32,2,1991,0,60,,0,0,3,5,1,1,0,1,10,0
32,2,1991,0,66,,1,0,7,,-1,1,0,1,10,1
32,2,1991,0,44,,0,0,7,5,0,0,0,1,8,1
32,2,1991,0,59,,1,0,2,5,0,1,0,1,5,1
32,2,1991,0,18,,1,0,7,5,0,-1,0,0,6,0
32,2,1991,0,37,,1,0,,5,-1,0,0,0,9,1
32,2,1991,0,34,,0,0,3,5,-1,-2,0,0,9,1
32,2,1991,0,24,,1,1,2,3,1,2,1,0,2,0
32,2,1991,0,55,,1,0,5,,0,0,0,0,10,1
32,2,1991,0,48,,0,0,5,7,1,1,0,-1,5,0
32,2,1991,1,80,,1,0,10,,0,0,1,1,10,1
32,2,1991,0,63,,0,0,7,3,1,1,1,1,1,0
32,2,1991,0,31,,1,0,7,5,0,-1,0,1,9,1
32,2,1991,0,49,,1,0,3,5,0,1,0,-1,10,0
32,2,1991,0,71,,0,0,6,,-1,-1,1,1,5,0
32,2,1991,0,59,,0,0,10,,-1,-2,0,1,10,1
32,2,1991,0,53,,0,0,5,5,0,-1,0,0,8,1
32,2,1991,0,48,,0,0,10,7,0,2,1,1,10,1
32,2,1991,0,49,,1,0,8,,-1,-1,0,1,10,1
32,2,1991,0,24,,1,0,7,,1,2,0,1,10,1
32,2,1991,0,40,,0,0,,,0,0,,1,,1
32,2,1991,0,42,,1,0,5,,0,-2,0,1,10,0
32,2,1991,0,63,,0,0,3,,-1,0,0,1,8,1
32,2,1991,0,50,,1,0,5,,-1,0,0,1,10,1
32,2,1991,0,18,,0,0,5,4,1,2,1,1,5,0
32,2,1991,1,70,,1,0,1,,,-1,0,1,10,1
32,2,1991,0,29,,0,0,4,3,1,2,1,0,6,0
32,2,1991,1,56,,0,0,5,5,0,1,,1,10,0
32,2,1991,0,19,,1,1,4,7,0,-1,0,1,10,0
32,2,1991,0,28,,1,0,2,,1,1,1,-1,8,0
32,2,1991,0,39,,0,0,3,,1,0,1,1,5,1
32,2,1991,0,21,,0,0,7,5,0,-1,,1,6,0
32,2,1991,0,48,,0,0,7,4,0,1,0,0,1,0
32,2,1991,0,26,,1,0,6,8,-1,-2,0,1,9,1
32,2,1991,0,57,,1,0,9,,1,-1,1,0,8,1
32,2,1991,0,75,,0,0,7,,-1,1,0,0,10,1
32,2,1991,0,32,,1,0,1,,0,0,,-1,1,1
32,2,1991,0,69,,0,0,5,7,0,-1,0,1,7,1
32,2,1991,0,43,,1,0,7,,0,-1,1,1,10,1
32,2,1991,0,18,,1,0,8,5,0,1,0,1,10,0
32,2,1991,0,60,,0,0,4,5,0,0,1,1,10,
32,2,1991,0,21,,0,0,7,5,0,-1,0,1,1,0
32,2,1991,0,18,,1,0,9,5,0,-1,1,1,7,0
32,2,1991,0,61,,1,0,4,,-1,0,0,0,10,0
32,2,1991,0,29,,0,0,5,5,1,0,1,0,8,0
32,2,1991,0,29,,0,0,1,5,0,0,0,1,10,1
32,2,1991,0,38,,1,0,7,5,-1,0,0,1,10,0
32,2,1991,0,31,,0,0,7,4,,0,0,0,1,0
32,2,1991,0,27,,1,1,6,7,1,1,0,0,1,0
32,2,1991,,69,,0,0,1,10,0,0,1,1,10,0
32,2,1991,0,44,,1,0,3,,0,1,0,0,2,0
32,2,1991,0,45,,0,0,7,5,1,1,1,0,,0
32,2,1991,0,18,,1,0,2,,,1,0,0,7,1
32,2,1991,0,32,,1,0,5,,0,1,0,1,10,
32,2,1991,0,22,,0,0,7,8,-1,1,0,1,10,0
32,2,1991,0,56,,1,0,7,4,1,1,1,1,10,1
32,2,1991,0,50,,0,0,2,6,1,1,0,1,4,0
32,2,1991,0,34,,1,0,5,5,-1,1,0,1,10,1
32,2,1991,0,41,,0,0,7,5,0,0,1,1,8,1
32,2,1991,0,45,,1,0,5,4,0,0,0,1,10,0
32,2,1991,0,45,,1,0,5,5,0,1,0,-1,,1
32,2,1991,0,54,,0,0,5,5,0,0,0,1,8,1
32,2,1991,0,63,,1,0,4,,-1,0,0,1,10,1
32,2,1991,0,29,,0,0,8,,0,0,0,1,10,1
32,2,1991,0,70,,0,0,1,,0,0,0,1,10,
32,2,1991,0,58,,0,0,7,5,0,0,0,1,10,1
32,2,1991,0,62,,1,0,3,,0,-2,0,1,10,0
32,2,1991,0,68,,1,0,7,7,0,-1,1,1,10,1
32,2,1991,0,27,,1,0,,,-1,-1,0,1,10,1
32,2,1991,0,50,,1,0,8,5,1,0,0,1,10,1
32,2,1991,0,39,,0,0,7,10,0,-1,0,1,10,1
32,2,1991,0,75,,0,0,7,3,0,1,1,1,1,
32,2,1991,1,19,,1,0,7,5,0,1,0,1,3,0
32,2,1991,0,56,,0,1,7,5,0,1,1,1,10,0
32,2,1991,0,54,,0,0,8,,0,-1,0,0,10,1
32,2,1991,0,38,,0,0,5,10,0,0,0,1,7,1
32,2,1991,0,46,,0,0,7,,-1,0,0,1,5,1
32,2,1991,0,32,,1,0,7,,-1,-1,1,0,10,1
32,2,1991,0,78,,0,0,5,,-1,-1,0,1,,0
32,2,1991,0,60,,1,0,2,8,-1,-1,0,1,8,0
32,2,1991,0,44,,0,0,3,,0,0,0,0,,0
32,2,1991,0,57,,0,0,2,4,1,1,1,-1,10,1
32,2,1991,0,31,,0,0,2,,0,-1,0,1,10,0
32,2,1991,1,61,,0,0,3,5,-1,-2,0,1,10,1
32,2,1991,0,35,,1,0,2,,-1,2,0,1,10,1
32,2,1991,0,68,,0,0,1,,0,0,,-1,1,
32,2,1991,0,27,,0,0,4,5,1,1,1,-1,8,1
32,2,1991,0,30,,0,0,5,5,0,1,0,1,3,1
32,2,1991,0,30,,0,0,8,10,1,1,0,0,5,1
32,2,1991,0,18,,1,0,8,,0,-1,1,1,10,1
32,2,1991,0,39,,1,0,10,5,1,1,1,-1,10,1
32,2,1991,0,55,,1,0,1,,0,1,1,0,5,1
32,2,1991,0,20,,1,0,7,,-1,-1,0,1,10,1
32,2,1991,0,23,,1,0,3,6,-1,-1,0,0,1,1
32,2,1991,0,18,,0,0,4,2,1,2,0,-1,1,0
32,2,1991,0,42,,1,0,1,6,-1,1,0,0,9,1
32,2,1991,0,43,,0,0,10,8,-1,-2,0,1,10,1
32,2,1991,0,56,,0,0,6,5,-1,1,0,0,7,1
32,2,1991,0,35,,1,0,,5,-1,-1,0,-1,5,0
32,2,1991,0,56,,1,0,6,5,-1,1,0,0,9,1
32,2,1991,0,28,,0,0,4,4,-1,0,0,0,10,0
32,2,1991,0,76,,0,0,5,5,-1,1,0,1,5,0
32,2,1991,0,34,,1,0,6,7,0,1,0,0,10,1
32,2,1991,0,69,,1,0,1,,0,0,0,1,10,1
32,2,1991,0,44,,0,0,6,4,0,1,1,-1,8,1
32,2,1991,0,44,,0,0,5,4,0,0,1,1,10,1
32,2,1991,0,35,,1,0,1,5,0,2,0,1,10,
32,2,1991,0,70,,1,0,7,,0,-1,0,0,10,1
32,2,1991,0,50,,1,0,4,7,0,1,,-1,10,1
32,2,1991,0,53,,0,0,8,4,1,0,1,1,,1
32,2,1991,0,47,,0,0,2,5,0,0,0,-1,10,1
32,2,1991,0,32,,0,0,8,5,0,0,0,1,10,0
32,2,1991,0,24,,0,0,1,3,1,2,1,-1,,1
32,2,1991,0,32,,0,0,3,2,1,1,0,1,10,0
32,2,1991,0,38,,1,0,7,,0,-2,0,1,10,1
32,2,1991,0,40,,0,0,7,5,0,-1,0,1,8,1
32,2,1991,0,48,,1,0,5,5,0,2,0,1,8,1
32,2,1991,0,33,,0,0,5,5,1,2,0,-1,10,1
32,2,1991,0,22,,0,0,5,5,-1,2,0,1,10,1
32,2,1991,0,19,,0,1,5,5,0,-1,0,1,10,1
32,2,1991,1,30,,1,0,4,7,-1,-2,1,1,10,1
32,2,1991,0,58,,1,0,1,10,-1,-1,0,1,10,1
32,2,1991,0,50,,1,0,8,5,0,0,0,1,10,1
32,2,1991,0,36,,1,0,4,5,-1,0,1,1,10,0
32,2,1991,1,57,,0,0,8,,0,0,0,1,10,
32,2,1991,0,44,,1,0,7,8,0,0,1,1,10,0
32,2,1991,0,41,,1,0,3,,-1,-1,0,1,8,0
32,2,1991,0,37,,0,0,8,8,0,1,0,1,8,1
32,2,1991,0,24,,0,0,8,7,-1,-2,1,1,10,1
32,2,1991,0,61,,0,0,2,5,-1,-1,0,1,10,1
32,2,1991,0,24,,0,0,5,5,1,1,0,1,7,1
32,2,1991,0,39,,1,0,7,9,1,-1,1,1,8,0
32,2,1991,0,41,,1,0,6,5,0,2,0,-1,1,1
32,2,1991,0,31,,1,0,6,6,-1,1,0,0,7,0
32,2,1991,0,28,,0,0,10,5,0,2,0,0,10,1
32,2,1991,0,57,,1,0,2,5,0,2,0,1,10,1
32,2,1991,0,57,,1,0,7,9,1,-1,0,0,10,1
32,2,1991,0,37,,1,0,5,,0,0,0,1,7,0
32,2,1991,0,33,,0,0,5,,0,-1,0,1,7,1
32,2,1991,0,51,,0,0,3,8,0,1,,1,4,1
32,2,1991,0,38,,1,0,9,5,0,0,1,1,9,0
32,2,1991,0,49,,0,0,2,5,-1,2,1,0,,0
32,2,1991,0,52,,0,0,5,,0,-2,0,1,10,0
32,2,1991,0,61,,0,1,5,2,1,2,1,1,1,
32,2,1991,0,44,,1,0,7,5,-1,2,0,1,9,0
32,2,1991,1,30,,1,0,8,,0,-1,0,1,10,0
32,2,1991,0,71,,0,0,1,,-1,0,0,1,1,1
32,2,1991,0,42,,1,0,7,4,0,2,,1,4,0
32,2,1991,0,71,,1,0,2,5,0,0,0,0,9,0
32,2,1991,0,51,,0,0,6,5,0,1,,1,10,1
32,2,1991,0,50,,1,0,10,5,-1,-2,0,1,10,1
32,2,1991,0,67,,1,0,8,6,0,1,0,1,9,0
32,2,1991,0,32,,0,0,7,6,0,1,0,1,3,0
32,2,1991,0,54,,0,0,6,5,-1,-1,0,1,10,0
32,2,1991,0,68,,0,0,7,5,0,0,0,1,10,1
32,2,1991,0,20,,0,1,8,,1,0,0,0,7,1
32,2,1991,0,32,,1,0,6,,-1,1,,1,6,0
32,2,1991,1,55,,0,0,9,,,1,0,1,8,1
32,2,1991,0,48,,1,0,2,5,,0,0,1,10,0
32,2,1991,1,28,,1,0,7,,-1,1,0,1,,0
32,2,1991,0,32,,0,0,7,,0,1,0,1,10,1
32,2,1991,0,31,,0,0,6,,0,1,0,1,3,0
32,2,1991,0,23,,1,0,7,,0,1,0,1,8,0
32,2,1991,0,54,,0,0,3,5,1,0,1,1,6,0
32,2,1991,0,40,,1,0,7,10,0,0,1,1,10,1
32,2,1991,0,32,,1,0,5,,-1,0,0,1,8,0
32,2,1991,0,34,,1,0,,9,0,-1,0,1,10,1
32,2,1991,0,24,,0,0,,5,1,1,1,-1,4,1
32,2,1991,0,48,,1,0,8,,0,-1,0,1,6,1
32,2,1991,0,69,,0,0,,5,0,-2,0,1,6,1
32,2,1991,0,44,,1,0,3,,,-1,0,0,10,1
32,2,1991,0,27,,1,0,8,,1,1,0,1,10,1
32,2,1991,0,29,,0,0,8,,0,-1,1,-1,10,0
32,2,1991,0,47,,0,0,9,8,1,0,1,1,9,1
32,2,1991,0,42,,0,0,6,,0,-2,,1,10,
32,2,1991,0,44,,1,0,4,6,-1,-2,0,1,10,0
32,2,1991,0,19,,1,0,10,,0,0,0,1,8,1
32,2,1991,0,39,,1,0,5,,0,-1,0,1,8,0
32,2,1991,0,42,,0,0,1,,0,2,0,1,7,0
32,2,1991,0,30,,0,0,3,5,0,-1,0,1,10,0
32,2,1991,0,33,,1,1,5,,-1,1,,1,9,
32,2,1991,0,48,,1,0,10,,0,1,0,1,10,1
32,2,1991,0,62,,0,0,1,4,1,2,1,1,,0
32,2,1991,0,67,,0,0,1,,-1,-1,0,1,10,1
32,2,1991,,51,,1,0,,5,,0,0,1,8,1
32,2,1991,0,21,,0,0,9,,-1,1,1,1,5,1
32,2,1991,0,43,,1,0,6,5,-1,1,0,1,10,1
32,2,1991,0,32,,1,0,5,5,1,2,0,1,7,1
32,2,1991,0,24,,1,0,,5,1,-1,0,1,8,0
32,2,1991,0,68,,1,0,8,5,0,0,0,1,10,1
32,2,1991,0,17,,1,0,8,5,-1,-1,0,1,8,1
32,2,1991,0,49,,0,0,6,5,0,1,0,1,7,1
32,2,1991,1,20,,0,0,7,,0,0,0,1,7,0
32,2,1991,0,25,,0,0,6,4,0,-1,0,-1,10,0
32,2,1991,0,62,,0,0,7,,0,0,0,1,6,0
32,2,1991,0,36,,1,0,4,,-1,-1,0,1,8,0
32,2,1991,1,65,,1,0,4,,-1,1,0,1,8,0
32,2,1991,0,68,,1,0,3,5,0,0,0,1,10,1
